Guid	Url	Answer	ExtractAnnotation	TargetVariableJson	AnswerJson	ConditionsJson
a8a94c30-6ddd-11ea-8dc8-ccda262736ce	https://socratic.org/questions/about-60-million-tonnes-of-calcium-oxide-is-made-in-britain-each-year-how-would-	1.06 × 10^8 tonnes	start physical_unit 20 21 mass t qc_end physical_unit 5 6 1 3 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] calcium carbonate [IN] tonnes"}]	[{"type":"physical unit","value":"1.06 × 10^8 tonnes"}]	[{"type":"physical unit","value":"Mass [OF] calcium oxide [=] \\pu{60 million tonnes}"}]
aa385fa6-6ddd-11ea-960d-ccda262736ce	https://socratic.org/questions/the-h-3o-concentration-of-a-solution-is-equal-to-0-8-m-what-is-the-ph-of-the-sol	0.10	start physical_unit 16 17 ph none qc_end physical_unit 1 1 9 10 concentration qc_end end	[{"type":"physical unit","value":"pH [OF] the solution"}]	[{"type":"physical unit","value":"0.10"}]	[{"type":"physical unit","value":"Concentration [OF] H3O+ [=] \\pu{0.8 M}"}]
a8c3879a-6ddd-11ea-9257-ccda262736ce	https://socratic.org/questions/5886471f11ef6b1cc01bea53	5 L	start physical_unit 5 5 volume l qc_end physical_unit 5 5 1 2 volume qc_end physical_unit 5 5 7 8 temperature qc_end physical_unit 5 5 21 22 temperature qc_end physical_unit 5 5 11 12 pressure qc_end physical_unit 5 5 28 29 pressure qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] L"}]	[{"type":"physical unit","value":"5 L"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{2.94 L}"},{"type":"physical unit","value":"Temperature1 [OF] the gas [=] \\pu{294 K}"},{"type":"physical unit","value":"Temperature2 [OF] the gas [=] \\pu{257 K}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{69.6 kPa}"},{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\pu{35.6 kPa}"}]
ac874725-6ddd-11ea-8ee5-ccda262736ce	https://socratic.org/questions/what-is-the-threshold-odor-number-ton-for-the-follow-ing-sample	10 TON	start physical_unit 8 10 threshold_odor_number t qc_end physical_unit 10 10 18 19 volume qc_end physical_unit 10 10 24 25 volume qc_end physical_unit 29 30 26 27 volume qc_end end	[{"type":"physical unit","value":"threshold odor number [OF] the following sample [IN] TON"}]	[{"type":"physical unit","value":"10 TON"}]	[{"type":"physical unit","value":"Volume1 [OF] sample [=] \\pu{20 mL}"},{"type":"physical unit","value":"Volume2 [OF] sample [=] \\pu{200 mL}"},{"type":"physical unit","value":"Volume [OF] odor-free water [=] \\pu{180 mL}"}]
a925e4d8-6ddd-11ea-8b13-ccda262736ce	https://socratic.org/questions/what-is-the-molarity-of-a-solution-with-20-moles-of-salt-nacl-in-10-liters-of-so	2.00 mol/L	start physical_unit 12 12 molarity mol/l qc_end physical_unit 12 12 8 9 mole qc_end physical_unit 6 6 14 15 volume qc_end end	[{"type":"physical unit","value":"Molarity [OF] NaCl solution [IN] mol/L"}]	[{"type":"physical unit","value":"2.00 mol/L"}]	[{"type":"physical unit","value":"Mole [OF] NaCl [=] \\pu{20 moles}"},{"type":"physical unit","value":"Volume [OF] NaCl solution [=] \\pu{10 liters}"}]
a9d82536-6ddd-11ea-a93d-ccda262736ce	https://socratic.org/questions/what-volume-of-water-should-be-added-to-500-ml-of-a-1-0-mol-l-cuso-4-aq-solution	500 mL	start physical_unit 3 3 volume ml qc_end physical_unit 14 16 12 13 molarity qc_end physical_unit 14 16 8 9 volume qc_end physical_unit 14 16 21 22 molarity qc_end end	[{"type":"physical unit","value":"Volume [OF] water [IN] mL"}]	[{"type":"physical unit","value":"500 mL"}]	[{"type":"physical unit","value":"Molarity1 [OF] CuSO4 (aq) solution [=] \\pu{1.0 mol/L}"},{"type":"physical unit","value":"Volume1 [OF] CuSO4 (aq) solution [=] \\pu{500 mL}"},{"type":"physical unit","value":"Molarity2 [OF] CuSO4 (aq) solution [=] \\pu{0.5 mol/L}"}]
aa4f835c-6ddd-11ea-a54c-ccda262736ce	https://socratic.org/questions/how-would-you-determine-the-molecular-formula-of-npcl2-347-64-g-mol	P3N3Cl6	start chemical_formula qc_end c_other OTHER qc_end end	[{"type":"other","value":"Chemical Formula [OF] the substance [IN] molecular"}]	[{"type":"chemical equation","value":"P3N3Cl6"}]	[{"type":"other","value":"The empirical formula of the substance is NPCl2."},{"type":"physical unit","value":"Molar mass [OF] the substance [=] \\pu{347.64 g/mol}"}]
ad1fb51e-6ddd-11ea-8740-ccda262736ce	https://socratic.org/questions/58696c097c01493d0d626ee3	6.56 × 10^(-3) M	start physical_unit 27 29 molarity mol/l qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Molar concentration [OF] the methanoic acid [IN] M"}]	[{"type":"physical unit","value":"6.56 × 10^(-3) M"}]	[{"type":"physical unit","value":"Volume [OF] HCHO2 solution [=] \\pu{250.0 mL}"},{"type":"physical unit","value":"Volume [OF] NaOH solution [=] \\pu{16.32 mL}"},{"type":"physical unit","value":"Molar concentration [OF] NaOH solution [=] \\pu{0.1004 mol/L}"},{"type":"other","value":"Reach the end-point."}]
ab7312e8-6ddd-11ea-93a9-ccda262736ce	https://socratic.org/questions/if-the-pressure-of-a-2-00-l-sample-of-gas-is-50-0-kpa-what-pressure-does-the-gas	5.00 MPa	start physical_unit 7 9 pressure mpa qc_end physical_unit 7 9 11 12 pressure qc_end physical_unit 7 9 5 6 volume qc_end physical_unit 7 9 25 26 volume qc_end end	[{"type":"physical unit","value":"Pressure2 [OF] the gas sample [IN] MPa"}]	[{"type":"physical unit","value":"5.00 MPa"}]	[{"type":"physical unit","value":"Pressure1 [OF] the gas sample [=] \\pu{50.0 kPa}"},{"type":"physical unit","value":"Volume1 [OF] the gas sample [=] \\pu{2.00 L}"},{"type":"physical unit","value":"Volume2 [OF] the gas sample [=] \\pu{20.0 mL}"}]
a9443124-6ddd-11ea-aed2-ccda262736ce	https://socratic.org/questions/concerning-the-reaction-c-o-2-co-2-if-the-h-393-kj-mol-how-many-grams-of-c-must-	8.40 grams	start physical_unit 3 3 mass g qc_end chemical_equation 3 7 qc_end physical_unit 1 2 12 13 deltah^0 qc_end physical_unit 1 2 24 25 heat_energy qc_end end	[{"type":"physical unit","value":"Mass [OF] C [IN] grams"}]	[{"type":"physical unit","value":"8.40 grams"}]	[{"type":"chemical equation","value":"C + O2 -> CO2"},{"type":"physical unit","value":"DeltaH^0 [OF] the reaction [=] \\pu{393 kJ/mol}"},{"type":"physical unit","value":"Release heat [OF] the reaction [=] \\pu{275 kJ}"}]
aa7d53ca-6ddd-11ea-a50d-ccda262736ce	https://socratic.org/questions/59703d0e11ef6b7fd82b0e78	19.55 L	start physical_unit 4 5 volume l qc_end physical_unit 4 5 1 2 mole qc_end physical_unit 4 5 9 10 mole qc_end physical_unit 4 5 17 18 volume qc_end end	[{"type":"physical unit","value":"Volume2 [OF] freon-12 gas [IN] L"}]	[{"type":"physical unit","value":"19.55 L"}]	[{"type":"physical unit","value":"Added mole [OF] freon-12 gas [=] \\pu{3.50 mols}"},{"type":"physical unit","value":"Mole1 [OF] freon-12 gas [=] \\pu{7.48 mols}"},{"type":"physical unit","value":"Volume1 [OF] freon-12 gas [=] \\pu{28.7 L}"}]
a9af5193-6ddd-11ea-8696-ccda262736ce	https://socratic.org/questions/how-many-moles-of-nacl-are-in-0-350-l-of-a-1-5m-solution	0.53 moles	start physical_unit 4 4 mole mol qc_end physical_unit 13 13 7 8 volume qc_end physical_unit 4 4 11 12 molarity qc_end end	[{"type":"physical unit","value":"Mole [OF] NaCl [IN] moles"}]	[{"type":"physical unit","value":"0.53 moles"}]	[{"type":"physical unit","value":"Volume [OF] NaCl solution [=] \\pu{0.350 L}"},{"type":"physical unit","value":"Molarity [OF] NaCl solution [=] \\pu{1.5 M}"}]
acf50e0c-6ddd-11ea-9eef-ccda262736ce	https://socratic.org/questions/how-do-you-calculate-the-initial-pressure-this-situation-a-sealed-container-of-g	60.00 kPa	start physical_unit 13 13 pressure kpa qc_end physical_unit 13 13 30 31 pressure qc_end physical_unit 13 13 20 21 volume qc_end physical_unit 13 13 23 24 volume qc_end end	[{"type":"physical unit","value":"Pressure1 [OF] the gas [IN] kPa"}]	[{"type":"physical unit","value":"60.00 kPa"}]	[{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\pu{120 kPa}"},{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{0.5 m^3}"},{"type":"physical unit","value":"Volume2 [OF] the gas [=] \\pu{0.25 m^3}"}]
a9874dfa-6ddd-11ea-8eb4-ccda262736ce	https://socratic.org/questions/a-30-00-by-mass-solution-of-hno-3-in-water-has-a-density-of-1-18-g-cm-3-at-20-c-	5.62 mol/L	start physical_unit 6 6 molarity mol/l qc_end physical_unit 6 7 1 1 mass_percent qc_end end	[{"type":"physical unit","value":"Molarity [OF] HNO3 solution [IN] mol/L"}]	[{"type":"physical unit","value":"5.62 mol/L"}]	[{"type":"physical unit","value":"Percent by mass [OF] HNO3 in solution [=] \\pu{30.00%}"},{"type":"physical unit","value":"Density [OF] HNO3 solution [=] \\pu{1.18 g/(cm^3)}"},{"type":"physical unit","value":"Temperature [OF] HNO3 solution [=] \\pu{20 ℃}"}]
ab20c590-6ddd-11ea-8963-ccda262736ce	https://socratic.org/questions/how-many-kilograms-of-water-must-be-evaporated-from-40-kg-of-a-10-salt-solution-	24.00 kilograms	start physical_unit 4 4 mass kg qc_end physical_unit 14 15 9 10 mass qc_end physical_unit 14 14 13 13 percent qc_end physical_unit 14 14 19 19 percent qc_end end	[{"type":"physical unit","value":"Evaporated mass [OF] water [IN] kilograms"}]	[{"type":"physical unit","value":"24.00 kilograms"}]	[{"type":"physical unit","value":"Mass [OF] salt solution [=] \\pu{40 kg}"},{"type":"physical unit","value":"Percentage1 [OF] salt in solution [=] \\pu{10%}"},{"type":"physical unit","value":"Percentage2 [OF] salt in solution [=] \\pu{25%}"}]
ad064159-6ddd-11ea-8b4f-ccda262736ce	https://socratic.org/questions/58f7f6d37c0149695856f2bc	46.46 mL	start physical_unit 11 11 volume ml qc_end physical_unit 11 11 7 8 volume qc_end physical_unit 11 11 13 14 pressure qc_end physical_unit 11 11 17 18 temperature qc_end c_other STP qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] mL"}]	[{"type":"physical unit","value":"46.46 mL"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{50.4 mL}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{742 mmHg}"},{"type":"physical unit","value":"Temperature1 [OF] the gas [=] \\pu{293.15 K}"},{"type":"other","value":"STP"}]
a86f1670-6ddd-11ea-98d5-ccda262736ce	https://socratic.org/questions/how-much-water-should-be-evaporated-from-20-l-of-a-20-salt-solution-to-increase-	4 L	start physical_unit 2 2 volume l qc_end physical_unit 12 12 11 11 percent qc_end physical_unit 12 13 7 8 volume qc_end physical_unit 12 12 19 19 percent qc_end end	[{"type":"physical unit","value":"Evaporated volume [OF] water [IN] L"}]	[{"type":"physical unit","value":"4 L"}]	[{"type":"physical unit","value":"Percent1 [OF] salt in solution [=] \\pu{20%}"},{"type":"physical unit","value":"Volume1 [OF] salt solution [=] \\pu{20 L}"},{"type":"physical unit","value":"Percent2 [OF] salt in solution [=] \\pu{25%}"}]
aaf01600-6ddd-11ea-9314-ccda262736ce	https://socratic.org/questions/iron-iii-oxide-reacts-with-carbon-monoxide-to-form-molten-iron-and-carbon-dioxid	0.15 grams	start physical_unit 0 0 mass g qc_end physical_unit 0 2 15 16 mass qc_end physical_unit 5 6 23 24 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] iron [IN] grams"}]	[{"type":"physical unit","value":"0.15 grams"}]	[{"type":"physical unit","value":"Mass [OF] iron (III) oxide [=] \\pu{0.18 g}"},{"type":"physical unit","value":"Mass [OF] carbon monoxide [=] \\pu{0.11 g}"}]
ac614a38-6ddd-11ea-8075-ccda262736ce	https://socratic.org/questions/what-is-the-molar-mass-of-ammonia-nh3	17.03 g/mol	start physical_unit 7 7 molar_mass g/mol qc_end chemical_equation 7 7 qc_end end	[{"type":"physical unit","value":"Molar mass [OF] NH3 [IN] g/mol"}]	[{"type":"physical unit","value":"17.03 g/mol"}]	[{"type":"chemical equation","value":"NH3"}]
a8d00837-6ddd-11ea-b30e-ccda262736ce	https://socratic.org/questions/you-heat-0-158g-of-a-white-solid-carbonate-of-a-group-2-metal-and-find-that-the--1	148 g/mol	start physical_unit 41 42 molar_mass g/mol qc_end physical_unit 19 19 32 33 temperature qc_end physical_unit 19 19 24 25 pressure qc_end physical_unit 5 8 2 3 mass qc_end physical_unit 30 30 28 29 volume qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Molar mass [OF] metal carbonate [IN] g/mol"}]	[{"type":"physical unit","value":"148 g/mol"}]	[{"type":"physical unit","value":"Temperature [OF] CO2 [=] \\pu{25 ℃}"},{"type":"physical unit","value":"Pressure [OF] CO2 [=] \\pu{69.8 mmHg}"},{"type":"physical unit","value":"Mass [OF] a white, solid carbonate [=] \\pu{0.158 g}"},{"type":"physical unit","value":"Volume [OF] flask [=] \\pu{285 ml}"},{"type":"other","value":"Group 2 metal."}]
a9ca2831-6ddd-11ea-b166-ccda262736ce	https://socratic.org/questions/how-many-total-electrons-are-in-a-ba-2-ion	56	start physical_unit 3 3 number none qc_end chemical_equation 7 7 qc_end end	[{"type":"physical unit","value":"Number [OF] electrons"}]	[{"type":"physical unit","value":"56"}]	[{"type":"chemical equation","value":"Ba^2+"}]
ac036522-6ddd-11ea-ade0-ccda262736ce	https://socratic.org/questions/what-is-the-total-number-of-oxygen-atoms-on-the-left-hand-side-of-2ca-2-po-4-2-s	24	start physical_unit 6 7 number none qc_end c_other OTHER qc_end chemical_equation 13 28 qc_end end	[{"type":"physical unit","value":"Total number [OF] oxygen atoms"}]	[{"type":"physical unit","value":"24"}]	[{"type":"other","value":"On the left-hand side."},{"type":"chemical equation","value":"2 Ca2(PO4)2(s) + 4 SiO2(s) + 12 C(s) -> 4 CaSiO3(s) + P4(s) + 12 CO(g)"}]
aab0f3ae-6ddd-11ea-9091-ccda262736ce	https://socratic.org/questions/57df82277c01497601d20b48	233.10 g	start physical_unit 5 5 mass g qc_end physical_unit 13 13 16 17 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] solution [IN] g"}]	[{"type":"physical unit","value":"233.10 g"}]	[{"type":"physical unit","value":"w/w [OF] sugar in solution [=] \\pu{28.1%}"},{"type":"physical unit","value":"Mass [OF] sugar [=] \\pu{65.5 g}"}]
ac8fac50-6ddd-11ea-b616-ccda262736ce	https://socratic.org/questions/what-is-the-chemical-equation-for-potassium-oxide-water-potassium-hydroxide	K2O + H2O -> 2 KOH	start chemical_equation qc_end chemical_equation 6 12 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"K2O + H2O -> 2 KOH"}]	[{"type":"chemical equation","value":"potassium oxide + water -> potassium hydroxide"}]
ab17311e-6ddd-11ea-be78-ccda262736ce	https://socratic.org/questions/if-the-percent-yield-for-the-following-reaction-is-65-0-how-many-grams-of-kclo3-	164.95 grams	start physical_unit 14 14 mass g qc_end chemical_equation 23 30 qc_end physical_unit 5 7 9 9 percent_yield qc_end physical_unit 22 22 19 20 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] KClO3 [IN] grams"}]	[{"type":"physical unit","value":"164.95 grams"}]	[{"type":"physical unit","value":"Percent yield [OF] the reaction [=] \\pu{65.0%}"},{"type":"physical unit","value":"Mass [OF] O2 [=] \\pu{42.0 g}"},{"type":"chemical equation","value":"2 KClO3(s) -> 2 KCl(s) + 3 O2(g)"}]
ac00ccfa-6ddd-11ea-b470-ccda262736ce	https://socratic.org/questions/what-is-the-enthalpy-change-for-the-reaction-of-1-000-x-10-2g-of-nitrogen-with-s	+644.69 kJ	start physical_unit 6 7 enthalpy kj qc_end physical_unit 14 14 9 12 mass qc_end c_other OTHER qc_end chemical_equation 22 27 qc_end physical_unit 6 7 30 31 deltah qc_end end	[{"type":"physical unit","value":"Enthalpy change [OF] the reaction [IN] kJ"}]	[{"type":"physical unit","value":"+644.69 kJ"}]	[{"type":"physical unit","value":"Mass [OF] nitrogen [=] \\pu{1.000 × 10^2 g}"},{"type":"other","value":"Sufficient oxygen."},{"type":"chemical equation","value":"N2 + O2 -> 2 NO"},{"type":"physical unit","value":"DeltaH [OF] the reaction [=] \\pu{+180.6 kJ}"}]
aad476e8-6ddd-11ea-af51-ccda262736ce	https://socratic.org/questions/a-sample-of-hydrogen-has-a-volume-of-1107-ml-when-the-temperature-is-101-9-degc-	707.73 mL	start physical_unit 28 29 volume ml qc_end physical_unit 1 3 8 9 volume qc_end physical_unit 1 3 14 15 temperature qc_end physical_unit 1 3 20 21 pressure qc_end c_other STP qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] mL"}]	[{"type":"physical unit","value":"707.73 mL"}]	[{"type":"physical unit","value":"Volume1 [OF] hydrogen sample [=] \\pu{1107 mL}"},{"type":"physical unit","value":"Temperature1 [OF] hydrogen sample [=] \\pu{101.9 degC}"},{"type":"physical unit","value":"Pressure1 [OF] hydrogen sample [=] \\pu{0.867 atm}"},{"type":"other","value":"STP"}]
abfdbf7b-6ddd-11ea-85a9-ccda262736ce	https://socratic.org/questions/how-many-moles-of-hydrogen-are-produced-from-the-reaction-of-three-moles-of-zinc	3.00 moles	start physical_unit 4 4 mole mol qc_end physical_unit 14 14 11 12 mole qc_end c_other OTHER qc_end chemical_equation 22 29 qc_end end	[{"type":"physical unit","value":"Mole [OF] hydrogen [IN] moles"}]	[{"type":"physical unit","value":"3.00 moles"}]	[{"type":"physical unit","value":"Mole [OF] zinc [=] \\pu{3 moles}"},{"type":"other","value":"Excess hydrochloric acid."},{"type":"chemical equation","value":"Zn + 2 HCl -> ZnCl2 + H2"}]
ab1b6dca-6ddd-11ea-9293-ccda262736ce	https://socratic.org/questions/595b89bf7c014916c542c9e2	4.44 g	start physical_unit 9 10 mass g qc_end physical_unit 9 10 6 7 mole qc_end end	[{"type":"physical unit","value":"Mass [OF] calcium chloride [IN] g"}]	[{"type":"physical unit","value":"4.44 g"}]	[{"type":"physical unit","value":"Mole [OF] calcium chloride [=] \\pu{40 mmol}"}]
aafc98e4-6ddd-11ea-b40d-ccda262736ce	https://socratic.org/questions/the-temperature-of-a-piece-of-copper-with-a-mass-of-95-4-g-increases-from-25-c-t	0.39 J/(g * ℃)	start physical_unit 6 6 specific_heat j/(°c_·_g) qc_end physical_unit 3 6 15 16 temperature qc_end physical_unit 3 6 18 19 temperature qc_end physical_unit 3 6 11 12 mass qc_end physical_unit 3 6 24 25 heat_energy qc_end end	[{"type":"physical unit","value":"Specific heat [OF] copper [IN] J/(g * ℃)"}]	[{"type":"physical unit","value":"0.39 J/(g * ℃)"}]	[{"type":"physical unit","value":"Temperature1 [OF] a piece of copper [=] \\pu{25 ℃}"},{"type":"physical unit","value":"Temperature2 [OF] a piece of copper [=] \\pu{48 ℃}"},{"type":"physical unit","value":"Mass [OF] a piece of copper [=] \\pu{95.4 g}"},{"type":"physical unit","value":"Absorbed heat [OF] a piece of copper [=] \\pu{849 J}"}]
ad18ce54-6ddd-11ea-af95-ccda262736ce	https://socratic.org/questions/5929b89ab72cff02377bf34a	176 g	start physical_unit 3 4 mass g qc_end physical_unit 14 15 10 11 mass qc_end end	[{"type":"physical unit","value":"Mass [OF] carbon dioxide [IN] g"}]	[{"type":"physical unit","value":"176 g"}]	[{"type":"physical unit","value":"Mass [OF] acetylene gas [=] \\pu{52 g}"}]
a840ff0c-6ddd-11ea-ad78-ccda262736ce	https://socratic.org/questions/591cee69b72cff1b6153cd90	12.01 g	start physical_unit 9 9 mass g qc_end physical_unit 9 10 6 8 number qc_end end	[{"type":"physical unit","value":"Mass [OF] carbon [IN] g"}]	[{"type":"physical unit","value":"12.01 g"}]	[{"type":"physical unit","value":"Number [OF] carbon atoms [=] \\pu{4.5 × 10^26}"}]
ac45a4b7-6ddd-11ea-bf5e-ccda262736ce	https://socratic.org/questions/5964ecc8b72cff2edfe3717d	3 Fe(s) + 8 H2O(l) -> Fe^2+ + 2 Fe^3+ + 4 H2(g) + 8 OH-	start chemical_equation qc_end chemical_equation 7 7 qc_end substance 12 13 qc_end c_other OTHER qc_end end	[{"type":"other","value":"Chemical Equation [OF] the formation"}]	[{"type":"chemical equation","value":"3 Fe(s) + 8 H2O(l) -> Fe^2+ + 2 Fe^3+ + 4 H2(g) + 8 OH-"}]	[{"type":"chemical equation","value":"Fe3O4"},{"type":"substance name","value":"Iron metal"},{"type":"other","value":"In basic conditions."}]
